Longitude,Latitude,Depth,m_min,m_bin,a0_value
-69.25000,4.25000,0.000,3.00,0.50,-1.256070e+00
-68.75000,4.25000,0.000,3.00,0.50,-1.254661e+00
-68.25000,4.25000,0.000,3.00,0.50,-1.387682e+00
-67.75000,4.25000,0.000,3.00,0.50,-1.384697e+00
-67.25000,4.25000,0.000,3.00,0.50,-1.160878e+00
-66.75000,4.25000,0.000,3.00,0.50,-1.009668e+00
-66.25000,4.25000,0.000,3.00,0.50,-9.994976e-01
-65.75000,4.25000,0.000,3.00,0.50,-9.401234e-01
-65.25000,4.25000,0.000,3.00,0.50,-8.738272e-01
-64.75000,4.25000,0.000,3.00,0.50,-8.597752e-01
-64.25000,4.25000,0.000,3.00,0.50,-8.448185e-01
-63.75000,4.25000,0.000,3.00,0.50,-8.288281e-01
-63.25000,4.25000,0.000,3.00,0.50,-8.116559e-01
-62.75000,4.25000,0.000,3.00,0.50,-5.573506e-01
-62.25000,4.25000,0.000,3.00,0.50,-3.881075e-01
-61.75000,4.25000,0.000,3.00,0.50,-3.478817e-01
-61.25000,4.25000,0.000,3.00,0.50,-3.142300e-01
-60.75000,4.25000,0.000,3.00,0.50,-3.034701e-01
-60.25000,4.25000,0.000,3.00,0.50,-3.051142e-01
-59.75000,4.25000,0.000,3.00,0.50,-4.296926e-01
-59.25000,4.25000,0.000,3.00,0.50,-4.146074e-01
-58.75000,4.25000,0.000,3.00,0.50,-4.326540e-01
-58.25000,4.25000,0.000,3.00,0.50,-6.010929e-01
-57.75000,4.25000,0.000,3.00,0.50,-6.103703e-01
-57.25000,4.25000,0.000,3.00,0.50,-6.179733e-01
-56.75000,4.25000,0.000,3.00,0.50,-6.235001e-01
-56.25000,4.25000,0.000,3.00,0.50,-6.267664e-01
-55.75000,4.25000,0.000,3.00,0.50,-5.794233e-01
-55.25000,4.25000,0.000,3.00,0.50,-5.764678e-01
-54.75000,4.25000,0.000,3.00,0.50,-5.706718e-01
-54.25000,4.25000,0.000,3.00,0.50,-5.613986e-01
-53.75000,4.25000,0.000,3.00,0.50,-5.475248e-01
-53.25000,4.25000,0.000,3.00,0.50,-4.886334e-01
-52.75000,4.25000,0.000,3.00,0.50,-4.594355e-01
-52.25000,4.25000,0.000,3.00,0.50,-4.813585e-01
-51.75000,4.25000,0.000,3.00,0.50,-4.880457e-01
-51.25000,4.25000,0.000,3.00,0.50,-5.334660e-01
-50.75000,4.25000,0.000,3.00,0.50,-5.681340e-01
-50.25000,4.25000,0.000,3.00,0.50,-5.855333e-01
-49.75000,4.25000,0.000,3.00,0.50,-5.909813e-01
-49.25000,4.25000,0.000,3.00,0.50,-5.862376e-01
-48.75000,4.25000,0.000,3.00,0.50,-5.706432e-01
-48.25000,4.25000,0.000,3.00,0.50,-5.079309e-01
-47.75000,4.25000,0.000,3.00,0.50,-5.018418e-01
-47.25000,4.25000,0.000,3.00,0.50,-5.327809e-01
-46.75000,4.25000,0.000,3.00,0.50,-5.680278e-01
-46.25000,4.25000,0.000,3.00,0.50,-5.945218e-01
-45.75000,4.25000,0.000,3.00,0.50,-6.145615e-01
-45.25000,4.25000,0.000,3.00,0.50,-4.861535e-01
-44.75000,4.25000,0.000,3.00,0.50,-4.920185e-01
-44.25000,4.25000,0.000,3.00,0.50,-4.964472e-01
-43.75000,4.25000,0.000,3.00,0.50,-5.376000e-01
-43.25000,4.25000,0.000,3.00,0.50,-6.288545e-01
-42.75000,4.25000,0.000,3.00,0.50,-6.304323e-01
-42.25000,4.25000,0.000,3.00,0.50,-6.333019e-01
-41.75000,4.25000,0.000,3.00,0.50,-6.378756e-01
-41.25000,4.25000,0.000,3.00,0.50,-6.442955e-01
-40.75000,4.25000,0.000,3.00,0.50,-6.523701e-01
-40.25000,4.25000,0.000,3.00,0.50,-8.019032e-01
-39.75000,4.25000,0.000,3.00,0.50,-8.098057e-01
-39.25000,4.25000,0.000,3.00,0.50,-8.179718e-01
-38.75000,4.25000,0.000,3.00,0.50,-8.261012e-01
-38.25000,4.25000,0.000,3.00,0.50,-8.416260e-01
-37.75000,4.25000,0.000,3.00,0.50,-7.211406e-01
-37.25000,4.25000,0.000,3.00,0.50,-7.197288e-01
-36.75000,4.25000,0.000,3.00,0.50,-7.181341e-01
-36.25000,4.25000,0.000,3.00,0.50,-7.168578e-01
-35.75000,4.25000,0.000,3.00,0.50,-7.165808e-01
-35.25000,4.25000,0.000,3.00,0.50,-7.180455e-01
-34.75000,4.25000,0.000,3.00,0.50,-7.218122e-01
-34.25000,4.25000,0.000,3.00,0.50,-8.368348e-01
-33.75000,4.25000,0.000,3.00,0.50,-8.918721e-01
-33.25000,4.25000,0.000,3.00,0.50,-9.017151e-01
-32.75000,4.25000,0.000,3.00,0.50,-9.129430e-01
-32.25000,4.25000,0.000,3.00,0.50,-9.248197e-01
-31.75000,4.25000,0.000,3.00,0.50,-1.263344e+00
-31.25000,4.25000,0.000,3.00,0.50,-1.267911e+00
-30.75000,4.25000,0.000,3.00,0.50,-1.272692e+00
-30.25000,4.25000,0.000,3.00,0.50,-1.277654e+00
-79.75000,4.75000,0.000,3.00,0.50,-1.700132e+00
-79.25000,4.75000,0.000,3.00,0.50,-1.696403e+00
-78.75000,4.75000,0.000,3.00,0.50,-1.692822e+00
-78.25000,4.75000,0.000,3.00,0.50,-1.689408e+00
-77.75000,4.75000,0.000,3.00,0.50,-1.686179e+00
-77.25000,4.75000,0.000,3.00,0.50,-1.447068e+00
-76.75000,4.75000,0.000,3.00,0.50,-1.444657e+00
-76.25000,4.75000,0.000,3.00,0.50,-1.442494e+00
-75.75000,4.75000,0.000,3.00,0.50,-1.440589e+00
-75.25000,4.75000,0.000,3.00,0.50,-1.438955e+00
-74.75000,4.75000,0.000,3.00,0.50,-1.437598e+00
-74.25000,4.75000,0.000,3.00,0.50,-1.419947e+00
-73.75000,4.75000,0.000,3.00,0.50,-1.419112e+00
-73.25000,4.75000,0.000,3.00,0.50,-1.418550e+00
-72.75000,4.75000,0.000,3.00,0.50,-1.274717e+00
-72.25000,4.75000,0.000,3.00,0.50,-1.272754e+00
-71.75000,4.75000,0.000,3.00,0.50,-1.270913e+00
-71.25000,4.75000,0.000,3.00,0.50,-1.269181e+00
-70.75000,4.75000,0.000,3.00,0.50,-1.267548e+00
-70.25000,4.75000,0.000,3.00,0.50,-1.266002e+00
-69.75000,4.75000,0.000,3.00,0.50,-1.403389e+00
-69.25000,4.75000,0.000,3.00,0.50,-1.400553e+00
-68.75000,4.75000,0.000,3.00,0.50,-1.397735e+00
-68.25000,4.75000,0.000,3.00,0.50,-1.394936e+00
-67.75000,4.75000,0.000,3.00,0.50,-1.392161e+00
-67.25000,4.75000,0.000,3.00,0.50,-1.166941e+00
-66.75000,4.75000,0.000,3.00,0.50,-1.088124e+00
-66.25000,4.75000,0.000,3.00,0.50,-1.075912e+00
-65.75000,4.75000,0.000,3.00,0.50,-1.063055e+00
-65.25000,4.75000,0.000,3.00,0.50,-8.806185e-01
-64.75000,4.75000,0.000,3.00,0.50,-8.674589e-01
-64.25000,4.75000,0.000,3.00,0.50,-8.535976e-01
-63.75000,4.75000,0.000,3.00,0.50,-8.389817e-01
-63.25000,4.75000,0.000,3.00,0.50,-5.749263e-01
-62.75000,4.75000,0.000,3.00,0.50,-4.021582e-01
-62.25000,4.75000,0.000,3.00,0.50,-3.680618e-01
-61.75000,4.75000,0.000,3.00,0.50,-3.207933e-01
-61.25000,4.75000,0.000,3.00,0.50,-2.816273e-01
-60.75000,4.75000,0.000,3.00,0.50,-2.683462e-01
-60.25000,4.75000,0.000,3.00,0.50,-2.799886e-01
-59.75000,4.75000,0.000,3.00,0.50,-3.082185e-01
-59.25000,4.75000,0.000,3.00,0.50,-4.195990e-01
-58.75000,4.75000,0.000,3.00,0.50,-4.401174e-01
-58.25000,4.75000,0.000,3.00,0.50,-6.192456e-01
-57.75000,4.75000,0.000,3.00,0.50,-6.247216e-01
-57.25000,4.75000,0.000,3.00,0.50,-6.294535e-01
-56.75000,4.75000,0.000,3.00,0.50,-6.328428e-01
-56.25000,4.75000,0.000,3.00,0.50,-6.345113e-01
-55.75000,4.75000,0.000,3.00,0.50,-5.862412e-01
-55.25000,4.75000,0.000,3.00,0.50,-5.826164e-01
-54.75000,4.75000,0.000,3.00,0.50,-5.764163e-01
-54.25000,4.75000,0.000,3.00,0.50,-5.670049e-01
-53.75000,4.75000,0.000,3.00,0.50,-5.533080e-01
-53.25000,4.75000,0.000,3.00,0.50,-5.333359e-01
-52.75000,4.75000,0.000,3.00,0.50,-5.403879e-01
-52.25000,4.75000,0.000,3.00,0.50,-5.100684e-01
-51.75000,4.75000,0.000,3.00,0.50,-4.823767e-01
-51.25000,4.75000,0.000,3.00,0.50,-5.507638e-01
-50.75000,4.75000,0.000,3.00,0.50,-5.807043e-01
-50.25000,4.75000,0.000,3.00,0.50,-5.963171e-01
-49.75000,4.75000,0.000,3.00,0.50,-6.019684e-01
-49.25000,4.75000,0.000,3.00,0.50,-5.990222e-01
-48.75000,4.75000,0.000,3.00,0.50,-6.121128e-01
-48.25000,4.75000,0.000,3.00,0.50,-5.154142e-01
-47.75000,4.75000,0.000,3.00,0.50,-3.431310e-01
-47.25000,4.75000,0.000,3.00,0.50,-5.251429e-01
-46.75000,4.75000,0.000,3.00,0.50,-5.732861e-01
-46.25000,4.75000,0.000,3.00,0.50,-6.012315e-01
-45.75000,4.75000,0.000,3.00,0.50,-6.213899e-01
-45.25000,4.75000,0.000,3.00,0.50,-6.371271e-01
-44.75000,4.75000,0.000,3.00,0.50,-5.954084e-01
-44.25000,4.75000,0.000,3.00,0.50,-5.468643e-01
-43.75000,4.75000,0.000,3.00,0.50,-6.417119e-01
-43.25000,4.75000,0.000,3.00,0.50,-6.438643e-01
-42.75000,4.75000,0.000,3.00,0.50,-6.464330e-01
-42.25000,4.75000,0.000,3.00,0.50,-6.498627e-01
-41.75000,4.75000,0.000,3.00,0.50,-6.544468e-01
-41.25000,4.75000,0.000,3.00,0.50,-8.016479e-01
-40.75000,4.75000,0.000,3.00,0.50,-8.071995e-01
-40.25000,4.75000,0.000,3.00,0.50,-8.135391e-01
-39.75000,4.75000,0.000,3.00,0.50,-8.204322e-01
-39.25000,4.75000,0.000,3.00,0.50,-8.276230e-01
-38.75000,4.75000,0.000,3.00,0.50,-8.425614e-01
-38.25000,4.75000,0.000,3.00,0.50,-8.498482e-01
-37.75000,4.75000,0.000,3.00,0.50,-9.055495e-01
-37.25000,4.75000,0.000,3.00,0.50,-7.327449e-01
-36.75000,4.75000,0.000,3.00,0.50,-7.323143e-01
-36.25000,4.75000,0.000,3.00,0.50,-7.323115e-01
-35.75000,4.75000,0.000,3.00,0.50,-7.331759e-01
-35.25000,4.75000,0.000,3.00,0.50,-7.353441e-01
-34.75000,4.75000,0.000,3.00,0.50,-7.391290e-01
-34.25000,4.75000,0.000,3.00,0.50,-8.572508e-01
-33.75000,4.75000,0.000,3.00,0.50,-9.129784e-01
-33.25000,4.75000,0.000,3.00,0.50,-9.206692e-01
-32.75000,4.75000,0.000,3.00,0.50,-9.296985e-01
-32.25000,4.75000,0.000,3.00,0.50,-1.267855e+00
-31.75000,4.75000,0.000,3.00,0.50,-1.271837e+00
-31.25000,4.75000,0.000,3.00,0.50,-1.276064e+00
-30.75000,4.75000,0.000,3.00,0.50,-1.280503e+00
-30.25000,4.75000,0.000,3.00,0.50,-1.285123e+00
-79.75000,5.25000,0.000,3.00,0.50,-1.706300e+00
-79.25000,5.25000,0.000,3.00,0.50,-1.702772e+00
-78.75000,5.25000,0.000,3.00,0.50,-1.699388e+00
-78.25000,5.25000,0.000,3.00,0.50,-1.696163e+00
-77.75000,5.25000,0.000,3.00,0.50,-1.693114e+00
-77.25000,5.25000,0.000,3.00,0.50,-1.690255e+00
-76.75000,5.25000,0.000,3.00,0.50,-1.687599e+00
-76.25000,5.25000,0.000,3.00,0.50,-1.685160e+00
-75.75000,5.25000,0.000,3.00,0.50,-1.682949e+00
-75.25000,5.25000,0.000,3.00,0.50,-1.680974e+00
-74.75000,5.25000,0.000,3.00,0.50,-1.679242e+00
-74.25000,5.25000,0.000,3.00,0.50,-1.427587e+00
-73.75000,5.25000,0.000,3.00,0.50,-1.426777e+00
-73.25000,5.25000,0.000,3.00,0.50,-1.647017e+00
-72.75000,5.25000,0.000,3.00,0.50,-1.646192e+00
-72.25000,5.25000,0.000,3.00,0.50,-1.424206e+00
-71.75000,5.25000,0.000,3.00,0.50,-1.421282e+00
-71.25000,5.25000,0.000,3.00,0.50,-1.418415e+00
-70.75000,5.25000,0.000,3.00,0.50,-1.415596e+00
-70.25000,5.25000,0.000,3.00,0.50,-1.412822e+00
-69.75000,5.25000,0.000,3.00,0.50,-1.410086e+00
-69.25000,5.25000,0.000,3.00,0.50,-1.407386e+00
-68.75000,5.25000,0.000,3.00,0.50,-1.404722e+00
-68.25000,5.25000,0.000,3.00,0.50,-1.402098e+00
-67.75000,5.25000,0.000,3.00,0.50,-1.603336e+00
-67.25000,5.25000,0.000,3.00,0.50,-1.281502e+00
-66.75000,5.25000,0.000,3.00,0.50,-1.094090e+00
-66.25000,5.25000,0.000,3.00,0.50,-1.082508e+00
-65.75000,5.25000,0.000,3.00,0.50,-1.070392e+00
-65.25000,5.25000,0.000,3.00,0.50,-9.881855e-01
-64.75000,5.25000,0.000,3.00,0.50,-8.757516e-01
-64.25000,5.25000,0.000,3.00,0.50,-8.630177e-01
-63.75000,5.25000,0.000,3.00,0.50,-8.497845e-01
-63.25000,5.25000,0.000,3.00,0.50,-5.701824e-01
-62.75000,5.25000,0.000,3.00,0.50,-3.903531e-01
-62.25000,5.25000,0.000,3.00,0.50,-3.447218e-01
-61.75000,5.25000,0.000,3.00,0.50,-2.811052e-01
-61.25000,5.25000,0.000,3.00,0.50,-2.299411e-01
-60.75000,5.25000,0.000,3.00,0.50,-1.867976e-01
-60.25000,5.25000,0.000,3.00,0.50,-2.277478e-01
-59.75000,5.25000,0.000,3.00,0.50,-2.936166e-01
-59.25000,5.25000,0.000,3.00,0.50,-4.230919e-01
-58.75000,5.25000,0.000,3.00,0.50,-4.475261e-01
-58.25000,5.25000,0.000,3.00,0.50,-6.360956e-01
-57.75000,5.25000,0.000,3.00,0.50,-6.388633e-01
-57.25000,5.25000,0.000,3.00,0.50,-6.413559e-01
-56.75000,5.25000,0.000,3.00,0.50,-6.429961e-01
-56.25000,5.25000,0.000,3.00,0.50,-6.433596e-01
-55.75000,5.25000,0.000,3.00,0.50,-6.420928e-01
-55.25000,5.25000,0.000,3.00,0.50,-5.903481e-01
-54.75000,5.25000,0.000,3.00,0.50,-5.842042e-01
-54.25000,5.25000,0.000,3.00,0.50,-5.753915e-01
-53.75000,5.25000,0.000,3.00,0.50,-5.631498e-01
-53.25000,5.25000,0.000,3.00,0.50,-5.890728e-01
-52.75000,5.25000,0.000,3.00,0.50,-6.057467e-01
-52.25000,5.25000,0.000,3.00,0.50,-5.597955e-01
-51.75000,5.25000,0.000,3.00,0.50,-5.460512e-01
-51.25000,5.25000,0.000,3.00,0.50,-5.798437e-01
-50.75000,5.25000,0.000,3.00,0.50,-6.009569e-01
-50.25000,5.25000,0.000,3.00,0.50,-6.127951e-01
-49.75000,5.25000,0.000,3.00,0.50,-6.177036e-01
-49.25000,5.25000,0.000,3.00,0.50,-6.438000e-01
-48.75000,5.25000,0.000,3.00,0.50,-6.347895e-01
-48.25000,5.25000,0.000,3.00,0.50,-6.158816e-01
-47.75000,5.25000,0.000,3.00,0.50,-5.285677e-01
-47.25000,5.25000,0.000,3.00,0.50,-5.565616e-01
-46.75000,5.25000,0.000,3.00,0.50,-5.892176e-01
-46.25000,5.25000,0.000,3.00,0.50,-6.129405e-01
-45.75000,5.25000,0.000,3.00,0.50,-6.311921e-01
-45.25000,5.25000,0.000,3.00,0.50,-6.459618e-01
-44.75000,5.25000,0.000,3.00,0.50,-6.583063e-01
-44.25000,5.25000,0.000,3.00,0.50,-8.257937e-01
-43.75000,5.25000,0.000,3.00,0.50,-7.905245e-01
-43.25000,5.25000,0.000,3.00,0.50,-7.955174e-01
-42.75000,5.25000,0.000,3.00,0.50,-7.998739e-01
-42.25000,5.25000,0.000,3.00,0.50,-8.040316e-01
-41.75000,5.25000,0.000,3.00,0.50,-8.083569e-01
-41.25000,5.25000,0.000,3.00,0.50,-8.131047e-01
-40.75000,5.25000,0.000,3.00,0.50,-8.183895e-01
-40.25000,5.25000,0.000,3.00,0.50,-8.241932e-01
-39.75000,5.25000,0.000,3.00,0.50,-8.304076e-01
-39.25000,5.25000,0.000,3.00,0.50,-8.368895e-01
-38.75000,5.25000,0.000,3.00,0.50,-8.512899e-01
-38.25000,5.25000,0.000,3.00,0.50,-8.579796e-01
-37.75000,5.25000,0.000,3.00,0.50,-9.140822e-01
-37.25000,5.25000,0.000,3.00,0.50,-9.205375e-01
-36.75000,5.25000,0.000,3.00,0.50,-9.269136e-01
-36.25000,5.25000,0.000,3.00,0.50,-7.464207e-01
-35.75000,5.25000,0.000,3.00,0.50,-7.479677e-01
-35.25000,5.25000,0.000,3.00,0.50,-7.505204e-01
-34.75000,5.25000,0.000,3.00,0.50,-8.256089e-01
-34.25000,5.25000,0.000,3.00,0.50,-8.751247e-01
-33.75000,5.25000,0.000,3.00,0.50,-9.318988e-01
-33.25000,5.25000,0.000,3.00,0.50,-1.269855e+00
-32.75000,5.25000,0.000,3.00,0.50,-1.272974e+00
-32.25000,5.25000,0.000,3.00,0.50,-1.276390e+00
-31.75000,5.25000,0.000,3.00,0.50,-1.280074e+00
-31.25000,5.25000,0.000,3.00,0.50,-1.283995e+00
-30.75000,5.25000,0.000,3.00,0.50,-1.288124e+00
-30.25000,5.25000,0.000,3.00,0.50,-1.292433e+00
-79.75000,5.75000,0.000,3.00,0.50,-2.335373e+00
-79.25000,5.75000,0.000,3.00,0.50,-2.331266e+00
-78.75000,5.75000,0.000,3.00,0.50,-1.705780e+00
-78.25000,5.75000,0.000,3.00,0.50,-1.702728e+00
-77.75000,5.75000,0.000,3.00,0.50,-1.699843e+00
-77.25000,5.75000,0.000,3.00,0.50,-1.697137e+00
-76.75000,5.75000,0.000,3.00,0.50,-1.694622e+00
-76.25000,5.75000,0.000,3.00,0.50,-1.692309e+00
-75.75000,5.75000,0.000,3.00,0.50,-1.690208e+00
-75.25000,5.75000,0.000,3.00,0.50,-1.688326e+00
-74.75000,5.75000,0.000,3.00,0.50,-1.686669e+00
-74.25000,5.75000,0.000,3.00,0.50,-1.685242e+00
-73.75000,5.75000,0.000,3.00,0.50,-1.655205e+00
-73.25000,5.75000,0.000,3.00,0.50,-1.654173e+00
-72.75000,5.75000,0.000,3.00,0.50,-1.653352e+00
-72.25000,5.75000,0.000,3.00,0.50,-1.652738e+00
-71.75000,5.75000,0.000,3.00,0.50,-1.427462e+00
-71.25000,5.75000,0.000,3.00,0.50,-1.424689e+00
-70.75000,5.75000,0.000,3.00,0.50,-1.421972e+00
-70.25000,5.75000,0.000,3.00,0.50,-1.419308e+00
-69.75000,5.75000,0.000,3.00,0.50,-1.416693e+00
-69.25000,5.75000,0.000,3.00,0.50,-1.414127e+00
-68.75000,5.75000,0.000,3.00,0.50,-1.622414e+00
-68.25000,5.75000,0.000,3.00,0.50,-1.616545e+00
-67.75000,5.75000,0.000,3.00,0.50,-1.610737e+00
-67.25000,5.75000,0.000,3.00,0.50,-1.605024e+00
-66.75000,5.75000,0.000,3.00,0.50,-1.278441e+00
-66.25000,5.75000,0.000,3.00,0.50,-1.089593e+00
-65.75000,5.75000,0.000,3.00,0.50,-1.078250e+00
-65.25000,5.75000,0.000,3.00,0.50,-9.956913e-01
-64.75000,5.75000,0.000,3.00,0.50,-9.840600e-01
-64.25000,5.75000,0.000,3.00,0.50,-8.728443e-01
-63.75000,5.75000,0.000,3.00,0.50,-6.007709e-01
-63.25000,5.75000,0.000,3.00,0.50,-5.696389e-01
-62.75000,5.75000,0.000,3.00,0.50,-3.850521e-01
-62.25000,5.75000,0.000,3.00,0.50,-3.257807e-01
-61.75000,5.75000,0.000,3.00,0.50,-2.249858e-01
-61.25000,5.75000,0.000,3.00,0.50,-1.602602e-01
-60.75000,5.75000,0.000,3.00,0.50,-1.285579e-01
-60.25000,5.75000,0.000,3.00,0.50,-2.077595e-01
-59.75000,5.75000,0.000,3.00,0.50,-2.942240e-01
-59.25000,5.75000,0.000,3.00,0.50,-3.408185e-01
-58.75000,5.75000,0.000,3.00,0.50,-4.578552e-01
-58.25000,5.75000,0.000,3.00,0.50,-6.516252e-01
-57.75000,5.75000,0.000,3.00,0.50,-6.525175e-01
-57.25000,5.75000,0.000,3.00,0.50,-6.533589e-01
-56.75000,5.75000,0.000,3.00,0.50,-6.536662e-01
-56.25000,5.75000,0.000,3.00,0.50,-6.530496e-01
-55.75000,5.75000,0.000,3.00,0.50,-6.511785e-01
-55.25000,5.75000,0.000,3.00,0.50,-6.477440e-01
-54.75000,5.75000,0.000,3.00,0.50,-5.936664e-01
-54.25000,5.75000,0.000,3.00,0.50,-5.859536e-01
-53.75000,5.75000,0.000,3.00,0.50,-6.221065e-01
-53.25000,5.75000,0.000,3.00,0.50,-6.070094e-01
-52.75000,5.75000,0.000,3.00,0.50,-6.363927e-01
-52.25000,5.75000,0.000,3.00,0.50,-6.671482e-01
-51.75000,5.75000,0.000,3.00,0.50,-6.589459e-01
-51.25000,5.75000,0.000,3.00,0.50,-6.160646e-01
-50.75000,5.75000,0.000,3.00,0.50,-6.257900e-01
-50.25000,5.75000,0.000,3.00,0.50,-6.330193e-01
-49.75000,5.75000,0.000,3.00,0.50,-6.656825e-01
-49.25000,5.75000,0.000,3.00,0.50,-6.654857e-01
-48.75000,5.75000,0.000,3.00,0.50,-6.619701e-01
-48.25000,5.75000,0.000,3.00,0.50,-6.570986e-01
-47.75000,5.75000,0.000,3.00,0.50,-6.075512e-01
-47.25000,5.75000,0.000,3.00,0.50,-5.933387e-01
-46.75000,5.75000,0.000,3.00,0.50,-6.109875e-01
-46.25000,5.75000,0.000,3.00,0.50,-6.282093e-01
-45.75000,5.75000,0.000,3.00,0.50,-6.433262e-01
-45.25000,5.75000,0.000,3.00,0.50,-7.123404e-01
-44.75000,5.75000,0.000,3.00,0.50,-7.904549e-01
-44.25000,5.75000,0.000,3.00,0.50,-8.813088e-01
-43.75000,5.75000,0.000,3.00,0.50,-8.899797e-01
-43.25000,5.75000,0.000,3.00,0.50,-8.050055e-01
-42.75000,5.75000,0.000,3.00,0.50,-8.097528e-01
-42.25000,5.75000,0.000,3.00,0.50,-8.142665e-01
-41.75000,5.75000,0.000,3.00,0.50,-8.188115e-01
-41.25000,5.75000,0.000,3.00,0.50,-8.235777e-01
-40.75000,5.75000,0.000,3.00,0.50,-8.286672e-01
-40.25000,5.75000,0.000,3.00,0.50,-8.340985e-01
-39.75000,5.75000,0.000,3.00,0.50,-8.398277e-01
-39.25000,5.75000,0.000,3.00,0.50,-8.457780e-01
-38.75000,5.75000,0.000,3.00,0.50,-8.597758e-01
-38.25000,5.75000,0.000,3.00,0.50,-8.659668e-01
-37.75000,5.75000,0.000,3.00,0.50,-9.225085e-01
-37.25000,5.75000,0.000,3.00,0.50,-9.285195e-01
-36.75000,5.75000,0.000,3.00,0.50,-9.345052e-01
-36.25000,5.75000,0.000,3.00,0.50,-9.404526e-01
-35.75000,5.75000,0.000,3.00,0.50,-9.463577e-01
-35.25000,5.75000,0.000,3.00,0.50,-9.522221e-01
-34.75000,5.75000,0.000,3.00,0.50,-1.076315e+00
-34.25000,5.75000,0.000,3.00,0.50,-1.165450e+00
-33.75000,5.75000,0.000,3.00,0.50,-1.276035e+00
-33.25000,5.75000,0.000,3.00,0.50,-1.278609e+00
-32.75000,5.75000,0.000,3.00,0.50,-1.281489e+00
-32.25000,5.75000,0.000,3.00,0.50,-1.284649e+00
-31.75000,5.75000,0.000,3.00,0.50,-1.288065e+00
-31.25000,5.75000,0.000,3.00,0.50,-1.291709e+00
-30.75000,5.75000,0.000,3.00,0.50,-1.295557e+00
-30.25000,5.75000,0.000,3.00,0.50,-1.299582e+00
-79.75000,6.25000,0.000,3.00,0.50,-2.337870e+00
-79.25000,6.25000,0.000,3.00,0.50,-2.333861e+00
-78.75000,6.25000,0.000,3.00,0.50,-2.329803e+00
-78.25000,6.25000,0.000,3.00,0.50,-2.325696e+00
-77.75000,6.25000,0.000,3.00,0.50,-2.321542e+00
-77.25000,6.25000,0.000,3.00,0.50,-1.703812e+00
-76.75000,6.25000,0.000,3.00,0.50,-1.701426e+00
-76.25000,6.25000,0.000,3.00,0.50,-1.699229e+00
-75.75000,6.25000,0.000,3.00,0.50,-1.697229e+00
-75.25000,6.25000,0.000,3.00,0.50,-1.695434e+00
-74.75000,6.25000,0.000,3.00,0.50,-1.693848e+00
-74.25000,6.25000,0.000,3.00,0.50,-1.692475e+00
-73.75000,6.25000,0.000,3.00,0.50,-1.691317e+00
-73.25000,6.25000,0.000,3.00,0.50,-1.661090e+00
-72.75000,6.25000,0.000,3.00,0.50,-1.660278e+00
-72.25000,6.25000,0.000,3.00,0.50,-1.659659e+00
-71.75000,6.25000,0.000,3.00,0.50,-1.659229e+00
-71.25000,6.25000,0.000,3.00,0.50,-1.430866e+00
-70.75000,6.25000,0.000,3.00,0.50,-1.428253e+00
-70.25000,6.25000,0.000,3.00,0.50,-1.645635e+00
-69.75000,6.25000,0.000,3.00,0.50,-1.640055e+00
-69.25000,6.25000,0.000,3.00,0.50,-1.634483e+00
-68.75000,6.25000,0.000,3.00,0.50,-1.628939e+00
-68.25000,6.25000,0.000,3.00,0.50,-1.623446e+00
-67.75000,6.25000,0.000,3.00,0.50,-1.618032e+00
-67.25000,6.25000,0.000,3.00,0.50,-1.612727e+00
-66.75000,6.25000,0.000,3.00,0.50,-1.285725e+00
-66.25000,6.25000,0.000,3.00,0.50,-1.097064e+00
-65.75000,6.25000,0.000,3.00,0.50,-1.086503e+00
-65.25000,6.25000,0.000,3.00,0.50,-1.003553e+00
-64.75000,6.25000,0.000,3.00,0.50,-9.928402e-01
-64.25000,6.25000,0.000,3.00,0.50,-9.818738e-01
-63.75000,6.25000,0.000,3.00,0.50,-6.069642e-01
-63.25000,6.25000,0.000,3.00,0.50,-5.763595e-01
-62.75000,6.25000,0.000,3.00,0.50,-3.928959e-01
-62.25000,6.25000,0.000,3.00,0.50,-3.357783e-01
-61.75000,6.25000,0.000,3.00,0.50,-2.411739e-01
-61.25000,6.25000,0.000,3.00,0.50,-1.895722e-01
-60.75000,6.25000,0.000,3.00,0.50,-2.344836e-01
-60.25000,6.25000,0.000,3.00,0.50,-2.725877e-01
-59.75000,6.25000,0.000,3.00,0.50,-3.186343e-01
-59.25000,6.25000,0.000,3.00,0.50,-3.557801e-01
-58.75000,6.25000,0.000,3.00,0.50,-4.723343e-01
-58.25000,6.25000,0.000,3.00,0.50,-6.659979e-01
-57.75000,6.25000,0.000,3.00,0.50,-6.656129e-01
-57.25000,6.25000,0.000,3.00,0.50,-6.652844e-01
-56.75000,6.25000,0.000,3.00,0.50,-6.646338e-01
-56.25000,6.25000,0.000,3.00,0.50,-6.633380e-01
-55.75000,6.25000,0.000,3.00,0.50,-6.611230e-01
-55.25000,6.25000,0.000,3.00,0.50,-6.577525e-01
-54.75000,6.25000,0.000,3.00,0.50,-6.530242e-01
-54.25000,6.25000,0.000,3.00,0.50,-7.015887e-01
-53.75000,6.25000,0.000,3.00,0.50,-6.367710e-01
-53.25000,6.25000,0.000,3.00,0.50,-6.779867e-01
-52.75000,6.25000,0.000,3.00,0.50,-7.213438e-01
-52.25000,6.25000,0.000,3.00,0.50,-7.073127e-01
-51.75000,6.25000,0.000,3.00,0.50,-7.005760e-01
